nm0000078	John Wayne	1907	1979	actor,producer,soundtrack	tt0057298,tt0056217,tt0065126,tt0053580
nm0000079	Raquel Welch	1940	\N	actress,soundtrack,producer	tt0068795,tt0070291,tt0072281,tt0061653
nm0000080	Orson Welles	1915	1985	actor,director,writer	tt0048393,tt0052311,tt0033467,tt0057427
nm0000081	Natalie Wood	1938	1981	actress,soundtrack,music_department	tt0057263,tt0055471,tt0048545,tt0055614
nm0000082	Victor Young	1900	1956	music_department,soundtrack,composer	tt0119094,tt0090756,tt3315342,tt0045061
nm0000083	Alan Miller	\N	\N	editor,writer,director	tt5969604,tt0320978,tt0424773,tt0969216
nm0000084	Li Gong	1965	\N	actress	tt0101640,tt0473444,tt0397535,tt0430357
nm0000085	Henner Hofmann	1950	\N	cinematographer,producer,camera_department	tt1825758,tt0097523,tt0113482,tt0097738
nm0000086	Louis de Funès	1914	1983	actor,writer,soundtrack	tt0074103,tt0079200,tt0069747,tt0083109
nm0000087	Elena Koreneva	1953	\N	actress,casting_director	tt7529350,tt5847740,tt0123138,tt0122969
nm0000088	Aleksey Korenev	1927	1995	director,writer,assistant_director	tt0063752,tt0100069,tt0191104,tt0068304
nm0000089	Richard Paul	1940	1998	actor	tt0093778,tt0075489,tt0088529,tt0117318
nm0000090	Armin Mueller-Stahl	1930	\N	actor,director,writer	tt0963178,tt0139809,tt0117631,tt0765443
nm0000091	Gérard Pirès	1942	\N	director,writer,actor	tt0152930,tt0064297,tt0421974,tt0282552
nm0000092	John Cleese	1939	\N	actor,writer,producer	tt0085959,tt0095159,tt0079470,tt0071853
nm0000093	Brad Pitt	1963	\N	actor,producer,soundtrack	tt0356910,tt1210166,tt0816711,tt0114746
nm0000094	J. Reifel	\N	\N	writer	tt0118886,tt0117915,tt0116030,tt0118631
nm0000095	Woody Allen	1935	\N	writer,director,actor	tt0075686,tt0118954,tt0097123,tt0079522
nm0000096	Gillian Anderson	1968	\N	actress,producer,soundtrack	tt0106179,tt2294189,tt0442632,tt0455590
nm0000097	Pamela Anderson	1967	\N	actress,producer,director	tt0267913,tt0426592,tt0306047,tt0115624
nm0000098	Jennifer Aniston	1969	\N	actress,producer,soundtrack	tt1038919,tt0108778,tt1723121,tt3442006
nm0000099	Patricia Arquette	1968	\N	actress,director,producer	tt1065073,tt0412175,tt0145531,tt0108399
